los_confidence_threshold,risk_threshold,path_spread_threshold,seed,avg_rate,outage,beam_success,avg_return,latency_ms,fallback_rate,reactive_guard_rate
0.6,0.45,0.6,0,5.127877541829212,0.06125,0.77375,4.960377541829214,0.21067597250294057,0.27875,0.72125
0.6,0.45,0.6,1,4.933649276621497,0.0825,0.77875,4.727399276621498,0.31137658249576816,0.41625,0.58375
0.6,0.45,0.6,2,4.9729970947770985,0.07875,0.805,4.777997094777098,0.2713941674954867,0.36,0.64
0.6,0.45,0.6,3,4.992519520080941,0.08374999999999999,0.79,4.78676952008094,0.2970798187504897,0.39625,0.60375
0.6,0.45,0.6,4,5.216643995412134,0.07375,0.7887500000000001,5.028831495412135,0.2931646062472737,0.38625,0.61375
0.6,0.45,0.8,0,5.127877541829212,0.06125,0.77375,4.960377541829214,0.21130344000823698,0.27875,0.72125
0.6,0.45,0.8,1,4.933649276621497,0.0825,0.77875,4.727399276621498,0.31569124749637467,0.41625,0.58375
0.6,0.45,0.8,2,4.9729970947770985,0.07875,0.805,4.777997094777098,0.3464081012486986,0.36,0.64
0.6,0.45,0.8,3,4.992519520080941,0.08374999999999999,0.79,4.78676952008094,0.3016833349948911,0.39625,0.60375
0.6,0.45,0.8,4,5.216643995412134,0.07375,0.7887500000000001,5.028831495412135,0.28740172376501505,0.38625,0.61375
0.6,0.55,0.2,0,5.131757649434313,0.06,0.775,4.967132649434314,0.2173576624937823,0.27875,0.72125
0.6,0.55,0.2,1,4.959005125522143,0.0775,0.7837500000000001,4.763317625522144,0.31270566750777107,0.41625,0.58375
0.6,0.55,0.2,2,4.9729970947770985,0.07875,0.805,4.778372094777098,0.2707893212499357,0.36,0.64
0.6,0.55,0.2,3,4.993283863338214,0.0825,0.7925,4.789283863338213,0.3012154437595882,0.39625,0.60375
0.6,0.55,0.2,4,5.220496914030954,0.07375,0.79,5.032684414030954,0.2890488062450913,0.38625,0.61375
0.6,0.55,0.4,0,5.127877541829212,0.06125,0.77375,4.960377541829214,0.21516173375971448,0.27875,0.72125
0.6,0.55,0.4,1,4.933649276621497,0.0825,0.77875,4.727399276621498,0.3105267637539555,0.41625,0.58375
0.6,0.55,0.4,2,4.9729970947770985,0.07875,0.805,4.777997094777098,0.27302463624835127,0.36,0.64
0.6,0.55,0.4,3,4.989897511060567,0.08499999999999999,0.7887500000000001,4.781272511060567,0.30011344376248417,0.39625,0.60375
0.6,0.55,0.4,4,5.220496914030954,0.07375,0.79,5.032684414030954,0.2914875100100289,0.38625,0.61375
0.6,0.55,0.6,0,5.127877541829212,0.06125,0.77375,4.960377541829214,0.21766864124799667,0.27875,0.72125
0.6,0.55,0.6,1,4.933649276621497,0.0825,0.77875,4.727399276621498,0.3089991662375269,0.41625,0.58375
0.6,0.55,0.6,2,4.9729970947770985,0.07875,0.805,4.777997094777098,0.27397328000574817,0.36,0.64
0.6,0.55,0.6,3,4.989897511060567,0.08499999999999999,0.7887500000000001,4.781272511060567,0.29419708500711295,0.39625,0.60375
0.6,0.55,0.6,4,5.220496914030954,0.07375,0.79,5.032684414030954,0.2918140387521362,0.38625,0.61375
0.6,0.55,0.8,0,5.127877541829212,0.06125,0.77375,4.960377541829214,0.21662728624107785,0.27875,0.72125
0.6,0.55,0.8,1,4.933649276621497,0.0825,0.77875,4.727399276621498,0.31785091124902465,0.41625,0.58375
0.6,0.55,0.8,2,4.9729970947770985,0.07875,0.805,4.777997094777098,0.2744633300108035,0.36,0.64
0.6,0.55,0.8,3,4.989897511060567,0.08499999999999999,0.7887500000000001,4.781272511060567,0.2959601550151092,0.39625,0.60375
0.6,0.55,0.8,4,5.220496914030954,0.07375,0.79,5.032684414030954,0.3027069687522044,0.38625,0.61375
0.7,0.15,0.2,0,5.146769317058482,0.05,0.79125,5.005706817058481,0.25685964874867295,0.3425,0.6575
0.7,0.15,0.2,1,5.049439333893672,0.07375,0.7925,4.863501833893673,0.3641448749971232,0.48375,0.51625
0.7,0.15,0.2,2,4.968051818139414,0.07250000000000001,0.81625,4.787989318139413,0.3232977787490654,0.435,0.565
0.7,0.15,0.2,3,4.91228076293938,0.07875,0.80125,4.717280762939379,0.34773728874540666,0.45625,0.54375
0.7,0.15,0.2,4,5.220403083849457,0.075,0.79,5.031590583849457,0.3185486924945735,0.4275,0.5725
0.7,0.15,0.4,0,5.142889209453381,0.051250000000000004,0.79,4.99895170945338,0.26138289500579504,0.3425,0.6575
0.7,0.15,0.4,1,5.044633659034903,0.07625,0.79,4.853321159034905,0.3617995937457863,0.48375,0.51625
0.7,0.15,0.4,2,4.968051818139414,0.07250000000000001,0.81625,4.787989318139413,0.32244733125651237,0.435,0.565
0.7,0.15,0.4,3,4.906799509875328,0.0825,0.79625,4.704299509875327,0.35538922499711134,0.45625,0.54375
0.7,0.15,0.4,4,5.220403083849457,0.075,0.79,5.031590583849457,0.3178533037601028,0.4275,0.5725
0.7,0.15,0.6,0,5.142889209453381,0.051250000000000004,0.79,4.99895170945338,0.26340094751049037,0.3425,0.6575
0.7,0.15,0.6,1,5.044633659034903,0.07625,0.79,4.853321159034905,0.3596339912564872,0.48375,0.51625
0.7,0.15,0.6,2,4.968051818139414,0.07250000000000001,0.81625,4.787989318139413,0.32237724748654273,0.435,0.565
0.7,0.15,0.6,3,4.906799509875328,0.0825,0.79625,4.704299509875327,0.33983224500786946,0.45625,0.54375
0.7,0.15,0.6,4,5.220403083849457,0.075,0.79,5.031590583849457,0.31931927625123535,0.4275,0.5725
0.7,0.15,0.8,0,5.142889209453381,0.051250000000000004,0.79,4.99895170945338,0.2618672600107175,0.3425,0.6575
0.7,0.15,0.8,1,5.044633659034903,0.07625,0.79,4.853321159034905,0.3560870724936649,0.48375,0.51625
0.7,0.15,0.8,2,4.968051818139414,0.07250000000000001,0.81625,4.787989318139413,0.3294374999933325,0.435,0.565
0.7,0.15,0.8,3,4.906799509875328,0.0825,0.79625,4.704299509875327,0.3371335799897679,0.45625,0.54375
0.7,0.15,0.8,4,5.220403083849457,0.075,0.79,5.031590583849457,0.31957388123885266,0.4275,0.5725
0.7,0.25,0.2,0,5.12122015262276,0.053750000000000006,0.785,4.970782652622759,0.22505313501142155,0.29375,0.70625
0.7,0.25,0.2,1,5.022945705710923,0.075,0.7875,4.833758205710923,0.3327744612522565,0.44625,0.55375
0.7,0.25,0.2,2,4.957880880252806,0.0775,0.8075000000000001,4.766318380252805,0.29945418623924525,0.39875,0.60125
0.7,0.25,0.2,3,4.989794326716204,0.08125,0.7925,4.788856826716204,0.31051407874826964,0.4125,0.5875
